,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,WHH,WHD,WHA,H_ATT,H_MID,H_DEF,H_OVR,A_ATT,A_MID,A_DEF,A_OVR
3668,2017/2018,31/01/2018,Stoke,Watford,0.0,0.0,D,0.0,0.0,D,J Moss,11.0,12.0,4.0,2.0,12.0,12.0,2.0,6.0,4.0,3.0,0.0,0.0,2.25,3.4,3.3,75.0,76.0,76.0,76.0,78.0,77.0,75.0,77.0
3669,2017/2018,31/01/2018,Tottenham,Man United,2.0,0.0,H,2.0,0.0,H,A Marriner,22.0,6.0,6.0,3.0,10.0,13.0,6.0,3.0,2.0,2.0,0.0,0.0,2.3,3.3,3.3,85.0,83.0,82.0,83.0,85.0,83.0,81.0,83.0
3670,2017/2018,03/02/2018,Arsenal,Everton,5.0,1.0,H,4.0,0.0,H,N Swarbrick,15.0,11.0,7.0,2.0,8.0,8.0,4.0,6.0,2.0,0.0,0.0,0.0,1.33,5.0,11.0,84.0,80.0,81.0,82.0,77.0,80.0,79.0,79.0
3671,2017/2018,03/02/2018,Bournemouth,Stoke,2.0,1.0,H,0.0,1.0,A,P Tierney,15.0,13.0,8.0,4.0,14.0,19.0,8.0,1.0,2.0,3.0,0.0,0.0,1.91,3.5,4.33,76.0,75.0,75.0,76.0,75.0,76.0,76.0,76.0
3672,2017/2018,03/02/2018,Brighton,West Ham,3.0,1.0,H,1.0,1.0,D,R East,21.0,4.0,5.0,1.0,11.0,7.0,4.0,1.0,3.0,1.0,0.0,0.0,2.3,3.0,3.6,74.0,76.0,74.0,75.0,79.0,76.0,74.0,77.0
3673,2017/2018,03/02/2018,Burnley,Man City,1.0,1.0,D,0.0,1.0,A,M Atkinson,8.0,20.0,3.0,7.0,9.0,6.0,3.0,13.0,4.0,1.0,0.0,0.0,12.0,5.5,1.29,76.0,77.0,78.0,77.0,85.0,87.0,83.0,84.0
3674,2017/2018,03/02/2018,Leicester,Swansea,1.0,1.0,D,1.0,0.0,H,A Taylor,13.0,3.0,5.0,1.0,9.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,1.8,3.5,5.0,79.0,79.0,76.0,78.0,76.0,75.0,74.0,75.0
3675,2017/2018,03/02/2018,Man United,Huddersfield,2.0,0.0,H,0.0,0.0,D,S Attwell,16.0,4.0,7.0,0.0,5.0,19.0,5.0,2.0,2.0,4.0,0.0,0.0,1.17,7.5,21.0,85.0,83.0,81.0,83.0,75.0,73.0,74.0,74.0
3676,2017/2018,03/02/2018,West Brom,Southampton,2.0,3.0,A,1.0,2.0,A,M Oliver,9.0,13.0,3.0,5.0,12.0,10.0,5.0,7.0,2.0,1.0,0.0,0.0,2.5,3.1,3.1,79.0,75.0,77.0,76.0,76.0,77.0,75.0,76.0
3677,2017/2018,04/02/2018,Crystal Palace,Newcastle,1.0,1.0,D,0.0,1.0,A,A Marriner,21.0,11.0,6.0,8.0,11.0,8.0,5.0,6.0,1.0,1.0,0.0,0.0,2.05,3.3,4.0,79.0,76.0,76.0,76.0,76.0,75.0,76.0,75.0
3678,2017/2018,04/02/2018,Liverpool,Tottenham,2.0,2.0,D,1.0,0.0,H,J Moss,9.0,13.0,3.0,6.0,15.0,9.0,3.0,7.0,3.0,1.0,0.0,0.0,2.1,3.6,3.5,85.0,81.0,80.0,81.0,85.0,83.0,82.0,83.0
3679,2017/2018,05/02/2018,Watford,Chelsea,4.0,1.0,H,1.0,0.0,H,M Dean,21.0,7.0,8.0,3.0,11.0,8.0,6.0,2.0,2.0,2.0,0.0,1.0,6.0,4.0,1.62,78.0,77.0,75.0,77.0,84.0,86.0,82.0,83.0
3680,2017/2018,10/02/2018,Everton,Crystal Palace,3.0,1.0,H,0.0,0.0,D,J Moss,11.0,16.0,5.0,4.0,14.0,15.0,8.0,7.0,1.0,1.0,0.0,0.0,2.25,3.1,3.4,77.0,80.0,79.0,79.0,79.0,76.0,76.0,76.0
3681,2017/2018,10/02/2018,Man City,Leicester,5.0,1.0,H,1.0,1.0,D,M Jones,19.0,2.0,11.0,2.0,10.0,12.0,8.0,2.0,2.0,3.0,0.0,0.0,1.22,6.0,12.0,85.0,87.0,83.0,84.0,79.0,79.0,76.0,78.0
3682,2017/2018,10/02/2018,Stoke,Brighton,1.0,1.0,D,0.0,1.0,A,R Madley,15.0,14.0,3.0,6.0,6.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,2.15,3.1,3.6,75.0,76.0,76.0,76.0,74.0,76.0,74.0,75.0
3683,2017/2018,10/02/2018,Swansea,Burnley,1.0,0.0,H,0.0,0.0,D,A Marriner,12.0,13.0,4.0,1.0,10.0,9.0,5.0,2.0,2.0,1.0,0.0,0.0,2.5,2.9,3.2,76.0,75.0,74.0,75.0,76.0,77.0,78.0,77.0
3684,2017/2018,10/02/2018,Tottenham,Arsenal,1.0,0.0,H,0.0,0.0,D,A Taylor,18.0,6.0,6.0,1.0,13.0,9.0,10.0,2.0,2.0,1.0,0.0,0.0,2.0,3.75,3.4,85.0,83.0,82.0,83.0,84.0,80.0,81.0,82.0
3685,2017/2018,10/02/2018,West Ham,Watford,2.0,0.0,H,1.0,0.0,H,G Scott,8.0,11.0,4.0,4.0,11.0,7.0,8.0,7.0,1.0,1.0,0.0,0.0,2.5,3.3,2.8,79.0,76.0,74.0,77.0,78.0,77.0,75.0,77.0
3686,2017/2018,11/02/2018,Huddersfield,Bournemouth,4.0,1.0,H,2.0,1.0,H,M Oliver,15.0,7.0,4.0,2.0,12.0,12.0,2.0,6.0,0.0,3.0,0.0,0.0,3.25,3.1,2.3,75.0,73.0,74.0,74.0,76.0,75.0,75.0,76.0
3687,2017/2018,11/02/2018,Newcastle,Man United,1.0,0.0,H,0.0,0.0,D,C Pawson,10.0,13.0,3.0,6.0,12.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,5.5,3.8,1.62,76.0,75.0,76.0,75.0,85.0,83.0,81.0,83.0
3688,2017/2018,11/02/2018,Southampton,Liverpool,0.0,2.0,A,0.0,2.0,A,M Atkinson,6.0,16.0,4.0,4.0,5.0,8.0,3.0,1.0,1.0,2.0,0.0,0.0,4.33,3.8,1.75,76.0,77.0,75.0,76.0,85.0,81.0,80.0,81.0
3689,2017/2018,12/02/2018,Chelsea,West Brom,3.0,0.0,H,1.0,0.0,H,L Mason,20.0,8.0,8.0,1.0,11.0,11.0,8.0,7.0,0.0,2.0,0.0,0.0,1.33,5.0,9.0,84.0,86.0,82.0,83.0,79.0,75.0,77.0,76.0
3690,2017/2018,24/02/2018,Bournemouth,Newcastle,2.0,2.0,D,0.0,2.0,A,R East,18.0,15.0,5.0,4.0,12.0,10.0,8.0,1.0,1.0,4.0,0.0,0.0,2.05,3.3,3.7,76.0,75.0,75.0,76.0,76.0,75.0,76.0,75.0
3691,2017/2018,24/02/2018,Brighton,Swansea,4.0,1.0,H,1.0,0.0,H,M Dean,16.0,11.0,5.0,1.0,17.0,6.0,3.0,5.0,1.0,0.0,0.0,0.0,2.1,3.0,3.8,74.0,76.0,74.0,75.0,76.0,75.0,74.0,75.0
3692,2017/2018,24/02/2018,Burnley,Southampton,1.0,1.0,D,0.0,0.0,D,R Madley,9.0,13.0,3.0,6.0,8.0,14.0,7.0,5.0,1.0,0.0,0.0,0.0,2.62,3.1,2.75,76.0,77.0,78.0,77.0,76.0,77.0,75.0,76.0
3693,2017/2018,24/02/2018,Leicester,Stoke,1.0,1.0,D,0.0,1.0,A,M Oliver,19.0,6.0,9.0,2.0,10.0,16.0,13.0,1.0,1.0,3.0,0.0,0.0,1.7,3.75,4.8,79.0,79.0,76.0,78.0,75.0,76.0,76.0,76.0
3694,2017/2018,24/02/2018,Liverpool,West Ham,4.0,1.0,H,1.0,0.0,H,S Attwell,21.0,7.0,12.0,4.0,7.0,7.0,8.0,2.0,0.0,2.0,0.0,0.0,1.22,6.0,12.0,85.0,81.0,80.0,81.0,79.0,76.0,74.0,77.0
3695,2017/2018,24/02/2018,Watford,Everton,1.0,0.0,H,0.0,0.0,D,A Taylor,13.0,7.0,5.0,2.0,10.0,9.0,6.0,5.0,3.0,1.0,0.0,0.0,2.2,3.3,3.3,78.0,77.0,75.0,77.0,77.0,80.0,79.0,79.0
3696,2017/2018,24/02/2018,West Brom,Huddersfield,1.0,2.0,A,0.0,0.0,D,J Moss,10.0,16.0,3.0,7.0,11.0,9.0,6.0,3.0,1.0,1.0,0.0,0.0,1.95,3.1,4.4,79.0,75.0,77.0,76.0,75.0,73.0,74.0,74.0
3697,2017/2018,25/02/2018,Crystal Palace,Tottenham,0.0,1.0,A,0.0,0.0,D,K Friend,5.0,14.0,3.0,4.0,12.0,5.0,2.0,13.0,0.0,1.0,0.0,0.0,6.5,4.2,1.5,79.0,76.0,76.0,76.0,85.0,83.0,82.0,83.0
3698,2017/2018,25/02/2018,Man United,Chelsea,2.0,1.0,H,1.0,1.0,D,M Atkinson,10.0,14.0,5.0,7.0,13.0,12.0,3.0,4.0,2.0,2.0,0.0,0.0,2.3,3.1,3.3,85.0,83.0,81.0,83.0,84.0,86.0,82.0,83.0
3699,2017/2018,01/03/2018,Arsenal,Man City,0.0,3.0,A,0.0,3.0,A,A Marriner,10.0,9.0,5.0,5.0,11.0,11.0,6.0,1.0,1.0,1.0,0.0,0.0,4.5,3.8,1.73,84.0,80.0,81.0,82.0,85.0,87.0,83.0,84.0
3700,2017/2018,03/03/2018,Burnley,Everton,2.0,1.0,H,0.0,1.0,A,C Kavanagh,21.0,10.0,8.0,4.0,9.0,12.0,10.0,4.0,1.0,1.0,0.0,1.0,2.5,3.0,3.3,76.0,77.0,78.0,77.0,77.0,80.0,79.0,79.0
3701,2017/2018,03/03/2018,Leicester,Bournemouth,1.0,1.0,D,0.0,1.0,A,L Probert,23.0,8.0,4.0,3.0,11.0,7.0,13.0,1.0,2.0,1.0,0.0,0.0,1.85,3.6,4.5,79.0,79.0,76.0,78.0,76.0,75.0,75.0,76.0
3702,2017/2018,03/03/2018,Liverpool,Newcastle,2.0,0.0,H,1.0,0.0,H,G Scott,14.0,7.0,3.0,2.0,7.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,1.22,6.5,15.0,85.0,81.0,80.0,81.0,76.0,75.0,76.0,75.0
3703,2017/2018,03/03/2018,Southampton,Stoke,0.0,0.0,D,0.0,0.0,D,A Taylor,18.0,12.0,6.0,3.0,8.0,13.0,15.0,4.0,0.0,1.0,0.0,0.0,1.75,3.5,5.5,76.0,77.0,75.0,76.0,75.0,76.0,76.0,76.0
3704,2017/2018,03/03/2018,Swansea,West Ham,4.0,1.0,H,2.0,0.0,H,M Atkinson,9.0,7.0,8.0,2.0,9.0,14.0,4.0,5.0,0.0,3.0,0.0,0.0,2.6,3.1,3.0,76.0,75.0,74.0,75.0,79.0,76.0,74.0,77.0
3705,2017/2018,03/03/2018,Tottenham,Huddersfield,2.0,0.0,H,1.0,0.0,H,K Friend,15.0,3.0,7.0,3.0,6.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,1.2,7.0,17.0,85.0,83.0,82.0,83.0,75.0,73.0,74.0,74.0
3706,2017/2018,03/03/2018,Watford,West Brom,1.0,0.0,H,0.0,0.0,D,P Tierney,15.0,9.0,4.0,2.0,11.0,12.0,4.0,6.0,2.0,0.0,0.0,0.0,2.15,3.25,3.8,78.0,77.0,75.0,77.0,79.0,75.0,77.0,76.0
3707,2017/2018,04/03/2018,Brighton,Arsenal,2.0,1.0,H,2.0,1.0,H,S Attwell,13.0,15.0,6.0,7.0,13.0,12.0,6.0,11.0,3.0,3.0,0.0,0.0,4.0,3.75,1.91,74.0,76.0,74.0,75.0,84.0,80.0,81.0,82.0
3708,2017/2018,04/03/2018,Man City,Chelsea,1.0,0.0,H,0.0,0.0,D,M Oliver,13.0,3.0,3.0,0.0,8.0,9.0,5.0,2.0,2.0,1.0,0.0,0.0,1.62,4.0,6.0,85.0,87.0,83.0,84.0,84.0,86.0,82.0,83.0
3709,2017/2018,05/03/2018,Crystal Palace,Man United,2.0,3.0,A,1.0,0.0,H,N Swarbrick,10.0,17.0,4.0,8.0,10.0,8.0,3.0,7.0,1.0,3.0,0.0,0.0,6.5,4.0,1.57,79.0,76.0,76.0,76.0,85.0,83.0,81.0,83.0
3710,2017/2018,10/03/2018,Chelsea,Crystal Palace,2.0,1.0,H,2.0,0.0,H,A Taylor,27.0,9.0,11.0,2.0,8.0,9.0,12.0,3.0,1.0,2.0,0.0,0.0,1.3,5.5,11.0,84.0,86.0,82.0,83.0,79.0,76.0,76.0,76.0
3711,2017/2018,10/03/2018,Everton,Brighton,2.0,0.0,H,0.0,0.0,D,R East,13.0,10.0,3.0,4.0,10.0,14.0,10.0,3.0,0.0,1.0,0.0,1.0,2.2,3.1,3.75,77.0,80.0,79.0,79.0,74.0,76.0,74.0,75.0
3712,2017/2018,10/03/2018,Huddersfield,Swansea,0.0,0.0,D,0.0,0.0,D,M Oliver,30.0,0.0,4.0,0.0,9.0,9.0,12.0,0.0,2.0,3.0,0.0,1.0,2.5,3.1,3.1,75.0,73.0,74.0,74.0,76.0,75.0,74.0,75.0
3713,2017/2018,10/03/2018,Man United,Liverpool,2.0,1.0,H,2.0,0.0,H,C Pawson,5.0,14.0,2.0,2.0,10.0,16.0,1.0,13.0,2.0,1.0,0.0,0.0,2.75,3.3,2.8,85.0,83.0,81.0,83.0,85.0,81.0,80.0,81.0
3714,2017/2018,10/03/2018,Newcastle,Southampton,3.0,0.0,H,2.0,0.0,H,A Marriner,7.0,6.0,5.0,2.0,10.0,10.0,2.0,6.0,0.0,2.0,0.0,0.0,2.8,3.1,2.8,76.0,75.0,76.0,75.0,76.0,77.0,75.0,76.0
3715,2017/2018,10/03/2018,West Brom,Leicester,1.0,4.0,A,1.0,1.0,D,R Madley,6.0,14.0,2.0,6.0,6.0,7.0,7.0,6.0,1.0,3.0,0.0,0.0,3.0,3.1,2.6,79.0,75.0,77.0,76.0,79.0,79.0,76.0,78.0
3716,2017/2018,10/03/2018,West Ham,Burnley,0.0,3.0,A,0.0,0.0,D,L Mason,13.0,7.0,4.0,4.0,13.0,7.0,5.0,1.0,2.0,2.0,0.0,0.0,2.3,3.1,3.6,79.0,76.0,74.0,77.0,76.0,77.0,78.0,77.0
3717,2017/2018,11/03/2018,Arsenal,Watford,3.0,0.0,H,1.0,0.0,H,M Atkinson,11.0,11.0,7.0,4.0,12.0,9.0,4.0,9.0,2.0,1.0,0.0,0.0,1.5,4.33,7.0,84.0,80.0,81.0,82.0,78.0,77.0,75.0,77.0
3718,2017/2018,11/03/2018,Bournemouth,Tottenham,1.0,4.0,A,1.0,1.0,D,M Dean,14.0,12.0,3.0,8.0,10.0,7.0,4.0,5.0,1.0,1.0,0.0,0.0,6.0,4.5,1.53,76.0,75.0,75.0,76.0,85.0,83.0,82.0,83.0
3719,2017/2018,12/03/2018,Stoke,Man City,0.0,2.0,A,0.0,1.0,A,J Moss,3.0,17.0,0.0,6.0,6.0,8.0,3.0,10.0,1.0,0.0,0.0,0.0,13.0,6.0,1.25,75.0,76.0,76.0,76.0,85.0,87.0,83.0,84.0
3720,2017/2018,17/03/2018,Bournemouth,West Brom,2.0,1.0,H,0.0,0.0,D,G Scott,17.0,11.0,5.0,6.0,6.0,9.0,3.0,2.0,1.0,2.0,0.0,0.0,1.83,3.5,4.33,76.0,75.0,75.0,76.0,79.0,75.0,77.0,76.0
3721,2017/2018,17/03/2018,Huddersfield,Crystal Palace,0.0,2.0,A,0.0,1.0,A,M Dean,6.0,17.0,2.0,6.0,11.0,12.0,4.0,7.0,3.0,2.0,0.0,0.0,2.8,3.1,2.62,75.0,73.0,74.0,74.0,79.0,76.0,76.0,76.0
3722,2017/2018,17/03/2018,Liverpool,Watford,5.0,0.0,H,2.0,0.0,H,A Taylor,13.0,4.0,10.0,1.0,5.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,1.2,6.5,13.0,85.0,81.0,80.0,81.0,78.0,77.0,75.0,77.0
3723,2017/2018,17/03/2018,Stoke,Everton,1.0,2.0,A,0.0,0.0,D,M Atkinson,9.0,17.0,4.0,9.0,13.0,12.0,1.0,9.0,1.0,1.0,1.0,0.0,2.4,3.2,3.0,75.0,76.0,76.0,76.0,77.0,80.0,79.0,79.0
3724,2017/2018,31/03/2018,Brighton,Leicester,0.0,2.0,A,0.0,0.0,D,C Kavanagh,15.0,6.0,3.0,4.0,11.0,13.0,6.0,1.0,2.0,4.0,0.0,1.0,2.8,3.1,2.62,74.0,76.0,74.0,75.0,79.0,79.0,76.0,78.0
3725,2017/2018,31/03/2018,Crystal Palace,Liverpool,1.0,2.0,A,1.0,0.0,H,N Swarbrick,6.0,16.0,3.0,6.0,6.0,8.0,4.0,6.0,2.0,2.0,0.0,0.0,6.0,4.33,1.5,79.0,76.0,76.0,76.0,85.0,81.0,80.0,81.0
3726,2017/2018,31/03/2018,Everton,Man City,1.0,3.0,A,0.0,3.0,A,P Tierney,6.0,18.0,2.0,4.0,10.0,8.0,2.0,11.0,0.0,0.0,0.0,0.0,8.5,4.8,1.33,77.0,80.0,79.0,79.0,85.0,87.0,83.0,84.0
3727,2017/2018,31/03/2018,Man United,Swansea,2.0,0.0,H,2.0,0.0,H,R Madley,11.0,3.0,5.0,2.0,5.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,1.22,6.0,13.0,85.0,83.0,81.0,83.0,76.0,75.0,74.0,75.0
3728,2017/2018,31/03/2018,Newcastle,Huddersfield,1.0,0.0,H,0.0,0.0,D,M Atkinson,18.0,4.0,3.0,0.0,9.0,10.0,3.0,3.0,1.0,4.0,0.0,0.0,1.75,3.4,5.0,76.0,75.0,76.0,75.0,75.0,73.0,74.0,74.0
3729,2017/2018,31/03/2018,Watford,Bournemouth,2.0,2.0,D,1.0,1.0,D,A Marriner,16.0,13.0,5.0,6.0,16.0,6.0,7.0,4.0,4.0,0.0,0.0,0.0,2.3,3.4,3.0,78.0,77.0,75.0,77.0,76.0,75.0,75.0,76.0
3730,2017/2018,31/03/2018,West Brom,Burnley,1.0,2.0,A,0.0,1.0,A,L Probert,8.0,11.0,3.0,4.0,12.0,9.0,1.0,6.0,1.0,3.0,0.0,0.0,2.62,3.0,2.9,79.0,75.0,77.0,76.0,76.0,77.0,78.0,77.0
3731,2017/2018,31/03/2018,West Ham,Southampton,3.0,0.0,H,3.0,0.0,H,J Moss,13.0,9.0,5.0,0.0,9.0,16.0,5.0,9.0,0.0,3.0,0.0,0.0,2.88,3.1,2.6,79.0,76.0,74.0,77.0,76.0,77.0,75.0,76.0
3732,2017/2018,01/04/2018,Arsenal,Stoke,3.0,0.0,H,0.0,0.0,D,C Pawson,24.0,8.0,11.0,2.0,9.0,13.0,6.0,5.0,1.0,2.0,0.0,0.0,1.3,5.5,10.0,84.0,80.0,81.0,82.0,75.0,76.0,76.0,76.0
3733,2017/2018,01/04/2018,Chelsea,Tottenham,1.0,3.0,A,1.0,1.0,D,A Marriner,14.0,12.0,4.0,7.0,4.0,11.0,5.0,5.0,0.0,1.0,0.0,0.0,2.3,3.2,3.1,84.0,86.0,82.0,83.0,85.0,83.0,82.0,83.0
3734,2017/2018,07/04/2018,Bournemouth,Crystal Palace,2.0,2.0,D,0.0,0.0,D,J Moss,20.0,13.0,5.0,6.0,8.0,9.0,11.0,3.0,2.0,2.0,0.0,0.0,2.5,3.25,3.0,76.0,75.0,75.0,76.0,79.0,76.0,76.0,76.0
3735,2017/2018,07/04/2018,Brighton,Huddersfield,1.0,1.0,D,1.0,1.0,D,A Taylor,13.0,14.0,4.0,5.0,13.0,7.0,5.0,3.0,1.0,0.0,1.0,0.0,1.85,3.3,5.0,74.0,76.0,74.0,75.0,75.0,73.0,74.0,74.0
3736,2017/2018,07/04/2018,Everton,Liverpool,0.0,0.0,D,0.0,0.0,D,M Oliver,6.0,10.0,1.0,3.0,12.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,4.2,3.6,1.91,77.0,80.0,79.0,79.0,85.0,81.0,80.0,81.0
3737,2017/2018,07/04/2018,Leicester,Newcastle,1.0,2.0,A,0.0,1.0,A,S Attwell,8.0,8.0,1.0,4.0,7.0,14.0,7.0,5.0,1.0,3.0,0.0,0.0,1.95,3.4,4.33,79.0,79.0,76.0,78.0,76.0,75.0,76.0,75.0
3738,2017/2018,07/04/2018,Man City,Man United,2.0,3.0,A,2.0,0.0,H,M Atkinson,20.0,5.0,6.0,4.0,17.0,9.0,8.0,4.0,6.0,3.0,0.0,0.0,1.85,3.6,4.33,85.0,87.0,83.0,84.0,85.0,83.0,81.0,83.0
3739,2017/2018,07/04/2018,Stoke,Tottenham,1.0,2.0,A,0.0,0.0,D,G Scott,10.0,15.0,4.0,4.0,19.0,8.0,6.0,3.0,4.0,3.0,0.0,0.0,11.0,5.0,1.33,75.0,76.0,76.0,76.0,85.0,83.0,82.0,83.0
3740,2017/2018,07/04/2018,Watford,Burnley,1.0,2.0,A,0.0,0.0,D,P Tierney,14.0,7.0,5.0,4.0,18.0,12.0,11.0,1.0,2.0,2.0,0.0,0.0,2.38,3.1,3.3,78.0,77.0,75.0,77.0,76.0,77.0,78.0,77.0
3741,2017/2018,07/04/2018,West Brom,Swansea,1.0,1.0,D,0.0,0.0,D,R East,15.0,7.0,3.0,1.0,15.0,5.0,5.0,1.0,3.0,2.0,0.0,0.0,2.4,3.1,3.3,79.0,75.0,77.0,76.0,76.0,75.0,74.0,75.0
3742,2017/2018,08/04/2018,Arsenal,Southampton,3.0,2.0,H,2.0,1.0,H,A Marriner,13.0,15.0,7.0,8.0,11.0,7.0,8.0,6.0,2.0,1.0,1.0,1.0,1.57,4.2,6.0,84.0,80.0,81.0,82.0,76.0,77.0,75.0,76.0
3743,2017/2018,08/04/2018,Chelsea,West Ham,1.0,1.0,D,1.0,0.0,H,K Friend,23.0,5.0,6.0,2.0,7.0,11.0,10.0,6.0,0.0,1.0,0.0,0.0,1.29,5.5,12.0,84.0,86.0,82.0,83.0,79.0,76.0,74.0,77.0
3744,2017/2018,14/04/2018,Burnley,Leicester,2.0,1.0,H,2.0,0.0,H,M Atkinson,8.0,15.0,3.0,6.0,9.0,10.0,4.0,8.0,2.0,1.0,0.0,0.0,2.7,3.1,2.88,76.0,77.0,78.0,77.0,79.0,79.0,76.0,78.0
3745,2017/2018,14/04/2018,Crystal Palace,Brighton,3.0,2.0,H,3.0,2.0,H,A Marriner,15.0,12.0,8.0,3.0,12.0,16.0,5.0,6.0,3.0,2.0,0.0,0.0,1.91,3.2,4.8,79.0,76.0,76.0,76.0,74.0,76.0,74.0,75.0
3746,2017/2018,14/04/2018,Huddersfield,Watford,1.0,0.0,H,0.0,0.0,D,C Pawson,9.0,4.0,1.0,2.0,9.0,8.0,9.0,6.0,2.0,2.0,0.0,0.0,2.62,3.1,2.9,75.0,73.0,74.0,74.0,78.0,77.0,75.0,77.0
3747,2017/2018,14/04/2018,Liverpool,Bournemouth,3.0,0.0,H,1.0,0.0,H,C Kavanagh,20.0,6.0,7.0,1.0,9.0,9.0,7.0,5.0,1.0,1.0,0.0,0.0,1.25,6.0,13.0,85.0,81.0,80.0,81.0,76.0,75.0,75.0,76.0
3748,2017/2018,14/04/2018,Southampton,Chelsea,2.0,3.0,A,1.0,0.0,H,M Dean,10.0,17.0,7.0,5.0,13.0,14.0,4.0,7.0,5.0,3.0,0.0,0.0,4.5,3.6,1.83,76.0,77.0,75.0,76.0,84.0,86.0,82.0,83.0
3749,2017/2018,14/04/2018,Swansea,Everton,1.0,1.0,D,0.0,1.0,A,L Mason,17.0,12.0,7.0,3.0,10.0,11.0,6.0,3.0,1.0,1.0,0.0,0.0,2.5,3.1,3.1,76.0,75.0,74.0,75.0,77.0,80.0,79.0,79.0
3750,2017/2018,14/04/2018,Tottenham,Man City,1.0,3.0,A,1.0,2.0,A,J Moss,8.0,17.0,3.0,6.0,11.0,12.0,5.0,7.0,3.0,4.0,0.0,0.0,2.7,3.3,2.7,85.0,83.0,82.0,83.0,85.0,87.0,83.0,84.0
3751,2017/2018,15/04/2018,Man United,West Brom,0.0,1.0,A,0.0,0.0,D,P Tierney,14.0,10.0,4.0,4.0,8.0,13.0,4.0,4.0,1.0,1.0,0.0,0.0,1.17,7.5,19.0,85.0,83.0,81.0,83.0,79.0,75.0,77.0,76.0
3752,2017/2018,15/04/2018,Newcastle,Arsenal,2.0,1.0,H,1.0,1.0,D,A Taylor,8.0,15.0,4.0,3.0,11.0,9.0,2.0,5.0,1.0,0.0,0.0,0.0,3.3,3.5,2.2,76.0,75.0,76.0,75.0,84.0,80.0,81.0,82.0
3753,2017/2018,16/04/2018,West Ham,Stoke,1.0,1.0,D,0.0,0.0,D,M Oliver,18.0,11.0,6.0,7.0,15.0,21.0,10.0,1.0,2.0,3.0,0.0,0.0,2.0,3.3,4.2,79.0,76.0,74.0,77.0,75.0,76.0,76.0,76.0
3754,2017/2018,17/04/2018,Brighton,Tottenham,1.0,1.0,D,0.0,0.0,D,K Friend,8.0,16.0,5.0,6.0,6.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,6.5,4.33,1.53,74.0,76.0,74.0,75.0,85.0,83.0,82.0,83.0
3755,2017/2018,18/04/2018,Bournemouth,Man United,0.0,2.0,A,0.0,1.0,A,G Scott,13.0,13.0,2.0,4.0,9.0,8.0,8.0,5.0,3.0,1.0,0.0,0.0,4.8,3.8,1.75,76.0,75.0,75.0,76.0,85.0,83.0,81.0,83.0
3756,2017/2018,19/04/2018,Burnley,Chelsea,1.0,2.0,A,0.0,1.0,A,R Madley,5.0,16.0,2.0,5.0,9.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,4.33,3.4,1.91,76.0,77.0,78.0,77.0,84.0,86.0,82.0,83.0
3757,2017/2018,19/04/2018,Leicester,Southampton,0.0,0.0,D,0.0,0.0,D,R East,11.0,6.0,3.0,2.0,10.0,10.0,11.0,3.0,0.0,0.0,0.0,0.0,2.38,3.5,3.0,79.0,79.0,76.0,78.0,76.0,77.0,75.0,76.0
3758,2017/2018,21/04/2018,Watford,Crystal Palace,0.0,0.0,D,0.0,0.0,D,C Kavanagh,14.0,6.0,4.0,1.0,17.0,13.0,4.0,3.0,3.0,5.0,0.0,0.0,2.88,3.25,2.6,78.0,77.0,75.0,77.0,79.0,76.0,76.0,76.0
3759,2017/2018,21/04/2018,West Brom,Liverpool,2.0,2.0,D,0.0,1.0,A,S Attwell,13.0,9.0,6.0,3.0,12.0,5.0,7.0,4.0,0.0,1.0,0.0,0.0,6.5,4.2,1.53,79.0,75.0,77.0,76.0,85.0,81.0,80.0,81.0
3760,2017/2018,22/04/2018,Arsenal,West Ham,4.0,1.0,H,0.0,0.0,D,L Mason,20.0,11.0,8.0,4.0,11.0,9.0,8.0,6.0,3.0,2.0,0.0,0.0,1.57,4.5,5.5,84.0,80.0,81.0,82.0,79.0,76.0,74.0,77.0
3761,2017/2018,22/04/2018,Man City,Swansea,5.0,0.0,H,2.0,0.0,H,C Pawson,19.0,4.0,12.0,1.0,6.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,1.14,8.5,21.0,85.0,87.0,83.0,84.0,76.0,75.0,74.0,75.0
3762,2017/2018,22/04/2018,Stoke,Burnley,1.0,1.0,D,1.0,0.0,H,M Dean,8.0,16.0,3.0,7.0,15.0,5.0,3.0,8.0,2.0,1.0,0.0,0.0,2.38,3.2,3.25,75.0,76.0,76.0,76.0,76.0,77.0,78.0,77.0
